,shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
121,Jordan 1 Mid Hyper Royal Tumbled Leather, Jordan, 554724-077,115,147, 142, 120, 6374fd9903a96e36ed3d44f0, Jordan 1 Mid, Black/Hyper Royal-White, 2020-12-30, Featuring a look that's almost identical to 1985's Air Jordan 1 'Royal' the Air Jordan 1 Mid 'Hyper Royal' released in February 2021. The shoe's leather upper features a familiar mix of black and Hyper Royal adding the latter color to the eyestay to differentiate it from its predecessor. Perforations on the toe box provide breathability while underfoot a contrasting white Air midsole provides cushioning giving way to a black concentric rubber outsole for traction.
122,Jordan 1 Retro High CO Japan Neutral Grey (2020), Jordan, DC1788-029,170,150, 116, 100, 6374fd9903a96e36ed3d44f3, Jordan 1 Retro High, Neutral Grey/Metallic Silver-White, 2020-08-07, Originally released exclusively in Japan and limited to 2001 pairs the Air Jordan 1 Retro High OG CO.JP 'Tokyo' returned in 2020. Built with grey nubuck the upper is highlighted by hits of metallic silver on the Swoosh and heel overlay. Nike Air branding replaces the Jumpman on the tongue while the sockliner sports 'CO.JP.' The inside label on the tongue sports both 2001 and 2020 honoring the two releases. 
123,Jordan 1 Retro High Tie Dye (W), Jordan, CD0461-100,170,148, 123, 123, 6374fd9903a96e36ed3d44f6, Jordan 1 Retro High, White/Black-Aurora Green, 2020-06-26, The Wmns Air Jordan 1 Retro High OG 'Tie-Dye' brings a faux hand-dyed effect to its classic basketball construction. A women's shoe the upper is built with a white leather base with black leather on the collar and toe box. The overlays define the look while underfoot a classic midsole houses Air for cushioning with a concentric outsole for traction.
124,Nike Air Force 1 Low Black (W), Nike, 315115-038/DD8959-001,90,84, undefined, undefined, 6374fd9903a96e36ed3d44f8, Nike Air Force 1 Low, Black/Black-Black, 2019-01-01, The Nike Air 1 Low Black W features stitched overlays on the upper side. It features air cushioning and Nike Air branding on the tongue and heel of the shoe. Nike Air Force 1 Low Black W also features a low-cut silhouette alongside a padded collar. It also adds a foam midsole and perforations on the toe for breathability. Its rubber outsole has a circular tread pattern for traction and durability.The Nike Air Force 1 Low Black W was released in January 2019 at a retail price of $170.
125,Nike Air Max 1 Premium Hangul Day, Nike, DZ5317-121,160,135, 160, 160, 6374fd9903a96e36ed3d4500, Nike Air Max 1 Premium, Summit White/Sail/Coconut Milk/White, 2022-11-17, Celebrating the October 9 anniversary of the Korean alphabet the Nike Air Max 1 Premium ‘Hangul Day’ is a neutral interpretation of this classic shoe. The upper mixes an array of leather suede and textile in beige brightened by a shiny jelly Swoosh while nylon pull tabs finish off the laces. 'Nike' Korean lettering appears in the heel overlay in TPU. The shoe's midsole in foam with a visible Air-sole unit in the heel ensure cushion and support.
126,Jordan 1 Mid SE Coconut Milk Particle Grey, Jordan, DN4281-100,130,126, 127, 123, 6374fd9903a96e36ed3d4501, Jordan 1 Mid SE, Coconut Milk/Coconut Milk-Particle Grey-White-Gum Yellow, 2022-02-24, The Air Jordan 1 Mid SE 'Coconut Milk Particle Grey' gives a new iteration of the iconic sneaker design redesigned in Coconut Milk and Coconut Milk. Its upper spotlights a leather base with overlays and the standard Wings’ Logo. On the upper a Swoosh emphasizes the design with a breathable nylon tongue. The Air-sole is built on top of a rubber outsole with a circular build for traction.
127,Jordan 1 Retro High 85 Georgetown, Jordan, BQ4422-400,200,215, 201, 201, 6374fd9903a96e36ed3d4502, Jordan 1 Retro High 85, College Navy/Summit White-Tech Grey, 2022-04-02, The Air Jordan 1 Retro High '85 'Georgetown' pays tribute to the shoe's OG silhouette with a restored heritage build. The two-tone design commemorates the 40th anniversary of Michael Jordan's title-clinching shot against the Hoyas on March 29 1982 pairing a light grey base with contrasting College Navy overlays. Signature details include a woven Nike Air tag on the nylon tongue and a retro Wings logo stamped on the lateral ankle. The classic high-top is mounted on a rubber cupsole with an Air-sole heel unit encapsulated in polyurethane.
128,Jordan 1 Mid Paris White, Jordan, DR8038-100,130,114, 126, 126, 6374fd9903a96e36ed3d4505, Jordan 1 Mid, White/University Red/Stealth/Midnight Navy, 2022-03-23, The city that never sleeps is celebrated in the Air Jordan 1 Mid ‘Paris.’ The monochrome white of this mid-top is intersected by a contrasting navy suede Swoosh with breathable white mesh providing texture on the mid-cut collar and a grey leather flap displaying red Wings branding decorating the lateral side. The nylon tongue features a leather tag with a navy Jumpman above a crimson 'Paris.' A white rubber midsole houses an Air-sole unit followed with the traditional AJ1 outsole.
129,Jordan 1 Low Court Purple White, Jordan, 553558-500,90,187, 177, 177, 6374fd9903a96e36ed3d4506, Jordan 1 Low, Court Purple/Black-White, 2020-11-04, The Air Jordan 1 Low 'Court Purple' gives a new iteration of the iconic shoe form renewed in White and Court Purple. Its upper spotlights a leather base with overlays and the standard Wings’ Logo. On the upper a Swoosh emphasizes the design with a nylon contstructed tongue. The midsole is built on top of a rubber outsole with a circular build for traction.
130,Jordan 1 Retro High Tokyo Bio Hack, Jordan, 555088-201,170,224, 190, 190, 6374fd9903a96e36ed3d450f, Jordan 1 Retro High, Baroque Brown/Black-Laser Orange-Racer Pink, 2020-09-04, The Air Jordan 1 Retro High OG 'Tokyo Bio Hack' features inspiration from the Japanese capital. The shoe's upper is built with a mix of leather and suede finished in a color-blocked look that brings to mind Undefeated's Nike Dunk High NL collaboration from 2005. Underfoot the painted Air midsole provides cushioning giving way to a concentric outsole for traction.
131,Jordan 1 Mid Metallic Orange, Jordan, DM3531-800,115,108, 102, 102, 6374fd9903a96e36ed3d4511, Jordan 1 Mid, Electro Orange/Black-White, 2021-08-11, The Air Jordan 1 Mid SE 'Electro Orange' features a vibrant look on its classic basketball construction. The shoe's upper is built with leather finished in white and highlighted by metallic Electro Orange overlays throughout. The 'Wings' logo on the collar contrasts the look in black while underfoot the white and Electro Orange look continues onto the tooling comprised of an Air midsole and concentric rubber outsole.
132,Jordan 1 Mid SE All-Star Carbon Fiber (2021) (GS), Jordan, DD2192-001,100,198, 198, 139, 6374fd9903a96e36ed3d4512, Jordan 1 Mid SE, Black/White, 2021-03-06, The Air Jordan 1 Mid SE GS 'All-Star 2021' is a grade-school iteration of the shoe. Paying tribute to the NBA's exhibition showcase the shoe emerges with a classic colorway and an elevated construction. Built with a white leather base the upper is contrasted by black patent leather overlays with a faux carbon-fiber print marking the Swoosh heel and collar. Perforations on the tongue tag provide breathability while underfoot Air in the heel of the midsole provides cushioning.
133,Nike Air Force 1 Low Shadow Triple White (W), Nike, CI0919-100,120,89, 61, 61, 6374fd9903a96e36ed3d4514, Nike Air Force 1 Low Shadow, White/White/White, 2019-10-03, The women’s Air Force 1 Shadow 'Triple White' delivers a uniquely layered take on the iconic silhouette. Devoid of color the pristine build features doubled-up construction on the eyestay heel tab mudguard and Swoosh. A slightly heightened foam midsole enhances the sneaker’s visual impact while the cored-out rubber outsole delivers durable traction with less weight.
134,Nike Kyrie 7 1 World 1 People Yellow, Nike, CQ9326-700/CQ9327-700,130,184, undefined, undefined, 6374fd9903a96e36ed3d4515, Nike Kyrie 7, Yellow Strike/Green Abyss/Bright Crimson/Black, 2021-10-01, The lining of the Nike Kyrie 7 1 World 1 People Yellow is a bright purple. This brightly colored model features a textured sole made out of green yellow and black. The body of the shoe has an abstract print that is covered in yellow mesh. The outline of the famous Nike swoosh symbol appears in thick black plastic. This same purple is used for the detailing near the laces and is right next to the Nike logo that appears in a bright teal.The Nike Kyrie 7 1 World 1 People Yellow was first released in September of 2021. This model had a starting retail price of $130.
135,Nike Air Force 1 Low La Familia, Nike, DV5153-600,110,75, 80, 80, 6374fd9903a96e36ed3d451c, Nike Air Force 1 Low, Redstone/Del Sol/Redstone, 2022-10-01, The Nike Air Force 1 Low ‘La Familia’ is part of a collection that celebrates Hispanic Heritage Month. Public gathering places throughout Latin America inform the earth tones which can be seen on the canvas and nubuck upper. Chenille Swooshes adorn the sides with a yellow color on the lateral side and a green color on the medial side. A 'We Are Familia' tongue tag can be found on the right shoe while the sockliner showcases artwork around the phrase 'Somos Familia'.
136,Jordan 1 Mid White Black Racer Blue, Jordan, 554724-140,115,160, 139, 120, 6374fd9903a96e36ed3d4521, Jordan 1 Mid, White/Racer Blue-Black, 2021-08-05, The Air Jordan 1 Mid 'Racer Blue' emerges with OG-style color-blocking on this 2021 release. Built with leather the shoe's upper sports a white base with the overlays contrasting the look in black. Suede marks the collar which appears in Racer Blue matched by the branding including the leather Swoosh on the side wall. Underfoot Air in the heel of the rubber midsole provides cushioning with the outsole incorporating a concentric pattern for traction.
137,Jordan 1 Low Black University Blue White (W), Jordan, DC0774-041,100,135, 134, 134, 6374fd9903a96e36ed3d4522, Jordan 1 Low, Black/University Blue-White, 2021-12-14, Featuring an accent color that goes back into the history of the Jordan franchise is the women's Air Jordan 1 Low 'Black University Blue.' This low-top has an all-leather upper that brings together a white base with contrasting black overlays and a signature Swoosh stitched Wings logo on the heel and a Jumpman icon embroidered on the nylon tongue in University Blue. It's built on a sturdy rubber cupsole with encapsulated Air cushioning in the heel.
138,Jordan 1 Retro High OG Prototype , Jordan, DC6515-100,170,153, 130, 130, 6374fd9903a96e36ed3d4524, Jordan 1 Retro High OG, White/Multi-Color-Total Orange, 2021-09-24, The Air Jordan 1 Retro High OG 'Prototype' brings a contrasting look to its classic basketball construction. Built with leather the shoe's upper appears in white overlaid by grey and black leather and tan nubuck. The collar highlights the design in various shades of blue with perforated detailing that can be cut away to turn the build into a low-top. Underfoot the midsole houses Air in the heel for cushioning with a concentric rubber outsole for traction.
139,Nike Kwondo 1 G-Dragon Peaceminusone Triple White, Nike, DH2482-100,180,100, 99, 99, 6374fd9903a96e36ed3d4525, Nike Kwondo 1, White/White-White, 2022-02-25, In partnership with the South Korean rapper is the G-Dragon x Nike Kwondo 1 'Triple White.' Named after the Korean martial art of taekwondo the hybrid silhouette features a monochrome white leather upper with Janoski's classic shape brogue detailing from traditional golf shoes and overlapping tongues from '90s football boots with a Nike logo on the right shoe and Peaceminusone branding on the left while each heel tab has G-Dragon's embroidered daisy. It's built on a matching white sole unit.
140,Jordan 1 Retro High OG Light Fusion Red, Jordan, 555088-603,170,105, 114, 114, 6374fd9903a96e36ed3d4527, Jordan 1 Retro High OG, Light Fusion Red/White-Laser Orange-Black, 2021-06-12, The Air Jordan 1 Retro High OG 'Light Fusion Red' brings a vibrant look to its classic basketball construction. Built with leather shoe's upper features a white base overlaid by Light Fusion Red and sporting Laser Orange on the Swoosh branding. The tongue tag features a gradient mix of the latter two hues while underfoot the white midsole houses Air in the heel for cushioning giving way to a concentric rubber outsole for traction.
141,Jordan 1 Mid Signal Blue, Jordan, DD6834-402,115,135, 144, 144, 6374fd9903a96e36ed3d4528, Jordan 1 Mid, Signal Blue/Black-White, 2021-01-15, Featuring an elevated build the Air Jordan 1 Mid SE 'Signal Blue' sports a familiar mix of hues. The shoe's upper emerges with a white leather base overlaid by Signal Blue patent leather that sports black trim. Both colors come together on the Swoosh branding while perforations on the toe box provide breathability. A nylon tongue adds a retro touch and underfoot the midsole houses the usual Air in the heel for cushioning. A concentric rubber outsole offers traction.
142,Jordan 1 Mid SE Brushstroke, Jordan, DA8005-100,130,144, 128, 113, 6374fd9903a96e36ed3d452a, Jordan 1 Mid SE, Sail/Black-Cider-Chile Red, 2021-08-17, The Air Jordan 1 Mid SE 'Brushstroke Paint Splatter' brings various art styles to its classic basketball build. The shoe's canvas upper appears with a white base complemented by Cider overlays that sport multicolor paint drops. The mismatched Swoosh branding includes suede on the medial side and a painted-on black Swoosh on the lateral while underfoot more paint splatter appears on the Air midsole which provides cushioning.
143,Jordan 1 Low SE All-Star (2021), Jordan, DD1650-001,90,230, 225, 150, 6374fd9903a96e36ed3d452c, Jordan 1 Low, Black/White, 2021-09-20, Giving the nod to the NBA's midseason exhibition the Air Jordan 1 Low 'All Star 2021' emerges with a largely black look and an elevated construction. The shoe's upper features a black leather base overlaid by tonal patent leather at the toe and heel. The Swoosh also sports a patent leather construction contrasted by white stitching that's matched by the 'Wings' logo. Underfoot a white Air midsole provides cushioning giving way to a concentric rubber outsole for traction.
144,Jordan Luka 1 Black Signal Blue, Jordan, FB1800-004/FB1801-004,110,121, undefined, undefined, 6374fd9903a96e36ed3d452e, Jordan Luka 1, Black/Metallic Silver/Signal Blue, 2022-09-28," Despite having several colorways already on the market Jordan Brand has added to its 2022 collection offering a brand new Air Jordan Luka 1 Black Signal Blue.Air Jordan Luka 1 Black Signal Blue has a black-mesh top that is reinforced with a fuse and Flywire cables. The top's medial side features the green-themed phrase ""NON-DESISTAS NON-EXIERIS"" meaning "" Do not Give Up Nor Surrender."" The sneaker's midsole features a speckled grey and a blue Iso Plate. The outer sole features a clear rubber with placements of Iso Plate with an injection of Formula 23 foam.Upon its release in November 2022 Air Jordan Luka 1 Black Signal Blue will retail at $110."
145,Jordan 1 Mid Gym Red Black White, Jordan, 554724-122,120,141, 120, 90, 6374fd9903a96e36ed3d4536, Jordan 1 Mid, White/Gym Red-Black, 2021-08-01, Appearing in a classic Jordan Brand colorway the Air Jordan 1 Mid 'Black Gym Red' released in May 2021. Built with leather the shoe's upper sports a white base contrasted by black on the overlays and highlighted by Gym Red on the padded collar 'Wings' logo and Swoosh branding. A breathable nylon tongue and perforated toe box support the fit while underfoot a standard rubber cupsole with Air in the heel anchors the build.
146,Jordan 1 Mid Gym Red Black White (GS), Jordan, DJ4695-122,90,122, 110, 69, 6374fd9903a96e36ed3d4537, Jordan 1 Mid, White/Gym Red-Black, 2021-04-16, The Air Jordan 1 Mid GS 'Black Gym Red' is a grade-school shoe in a classic Chicago Bulls mix of hues. The shoe's upper is built with a white leather base with black contrasting the forefoot and heel overlays and Gym Red accenting the Swoosh. More Gym Red emerges on the collar 'Wings' logo and tongue tag while the usual perforations on the toe box provide breathability. Underfoot visible Air in the heel provides cushioning giving way to a concentric rubber outsole for traction.
147,Jordan 1 Mid SE Purple, Jordan, 852542-105,115,145, 105, 80, 6374fd9903a96e36ed3d4539, Jordan 1 Mid, White/Black-Light Solar Flare Heather-Varsity Purple, 2020-11-19, The Air Jordan 1 Mid SE 'Varsity Purple' brings an elevated look to its classic basketball design. Built with a white leather base the upper is overlaid by black suede at the forefoot with Varsity Purple suede on the heel. Pink accents the tongue while perforations on the toe box provide breathability. An Air midsole underfoot provides cushioning giving way to a Varsity Purple rubber outsole with a concentric traction pattern.
148,Jordan 1 Mid Arctic Orange Black Toe, Jordan, 554724-133,115,115, 120, 120, 6374fd9903a96e36ed3d453a, Jordan 1 Mid, White/Arctic Orange-Black, 2021-05-04, The Air Jordan 1 Mid 'Crimson Tint' brings pastel accents and a contrasting finish to the classic basketball silhouette. Redolent of a 2019 model the 2021 release is built with leather appearing in a mix of white Crimson Tint and black. A nylon tongue supports the fit as does a perforated toe box while underfoot the white midsole houses Air in the heel for cushioning. More Crimson Tint marks the concentric rubber outsole which offers traction.
149,Jordan 1 Mid Arctic Orange Black Toe (GS), Jordan, 554725-133,90,132, 105, 95, 6374fd9903a96e36ed3d453b, Jordan 1 Mid, White/Arctic Orange-Black, 2021-05-04, The Air Jordan 1 Mid GS 'Crimson Tint' brings a contrasting look to grade-school sizes. Built with leather the shoe's upper appears in white contrasted by black on the forefoot and accented by Crimson Tint on the heel eyestay and Swoosh branding. Underfoot a white midsole houses Air for cushioning giving way to more Crimson Tint on the concentric rubber outsole which offers traction.
150,Nike Air Max Penny 1 Orlando (2022), Nike, DN2487-001,170,150, 178, 178, 6374fd9903a96e36ed3d453e, Nike Air Max Penny 1, Black/Varsity Royal-White, 2022-08-11, The 2022 retro iteration of the Nike Air Max Penny 1 returns true to form in Orlando Magic colors. Originally released in 1995 and designed by Eric Avar the Penny 1 is the first signature shoe of Anfernee 'Penny' Hardaway. The upper is crafted with black nubuck while a sculpted Phylon wing extends up the lateral side of the shoe embedded with a jeweled blue Swoosh. Cushioning arrives with a Phylon midsole and a large volume Max Air unit in the heel. Extra details include a pinstripe tongue based on the Magic jerseys and an embroidered 1 Cent logo on the back heel.
151,Jordan 1 Retro High OG University Blue (PS), Jordan, AQ2664-134,80,178, 151, 140, 6374fd9903a96e36ed3d453f, Jordan 1 Retro High OG, University Blue/White-Black-University Blue, 2021-03-06, The Air Jordan 1 Retro High OG PS 'University Blue' is a preschool shoe with a University of North Carolina colorway. Built with leather the shoe's upper sports white underlays and University Blue overlays contrasted by the collar and Swoosh. A lightly padded nylon tongue supports the fit while underfoot the classic rubber cupsole includes a concentric rubber outsole for traction.
152,Jordan 1 Mid SE Turf Orange, Jordan, DD6834-802,110,105, 90, 90, 6374fd9903a96e36ed3d4541, Jordan 1 Mid SE, Turf Orange/Black/White, 2021-03-17, The Air Jordan 1 Mid SE 'Turf Orange' gives a new iteration of the iconic shoe design redesigned in Turf Orange and Black. Its upper accentuates a leather base with overlays and the signature Jordan Wings’ Logo. On the upper a Swoosh branding emphasizes the design with a Nike branded nylon tongue. The midsole is built on top of a rubber outsole with a circular design for traction.
153,Nike Air Force 1 Low Pixel White (W), Nike, CK6649-100,100,79, 79, 65, 6374fd9903a96e36ed3d4542, Nike Air Force 1 Low Pixel, White/White-White, 2020-10-22, The Wmns Air Force 1 'Pixel White' brings an updated construction and monochromatic look to the basketball classic. The shoe's reconstructed upper is built with leather sporting a floating eyestay and stitch-and-turn construction. The protruding tongue tag and exaggerated heel patch both sport a revised cube logo while underfoot the Air midsole and rubber outsole include large-scale pixelated detailing.
154,Jordan 1 Mid SE Fearless Blue the Great, Jordan, CU2805-100,130,142, 147, 140, 6374fd9903a96e36ed3d4543, Jordan 1 Mid SE, Muslin/Varsity Red-Royal-Taxi-Black, 2019-11-09, The Blue the Great x Air Jordan 1 Mid 'Fearless' showcases the Los Angeles-based artist’s love of primary colors. The sneaker’s bold hues are executed on an unexpected build that uses a combination of suede and corduroy along with fuzzy chenille on the Nike Swoosh. Branding hits include a white woven tongue tag embroidered ‘Wings’ logo on the lateral ankle and a BTG emblem on the heel.
155,Jordan 1 Retro High OG Patent Bred (PS), Jordan, AQ2664-063,80,102, 101, 101, 6374fd9903a96e36ed3d454d, Jordan 1 Retro High OG, Black/White-Varsity Red, 2021-12-30, The Air Jordan 1 Retro High OG PS 'Patent Bred' is a remixed version of the OG 1985 colorway available in kid sizes. A familiar two-tone palette is on the shiny patent leather upper highlighted by a black base with contrasting hits of red on the perforated toe box signature Swoosh heel panel and collar overlays. The latter features a retro Wings logo on the lateral side while a woven Nike tag is on the black nylon tongue. It's built on a crimson rubber cupsole with a concentric-circle traction pattern.
156,Jordan 1 Retro High Light Smoke Grey, Jordan, 555088-126,170,202, 201, 189, 6374fd9903a96e36ed3d454e, Jordan 1 Retro High, White/Black-Light Smoke Grey-Varsity Red, 2020-07-11, The Air Jordan 1 Retro High OG 'Light Smoke Grey' emerges with a neutral look and a vibrant accent. The shoe's upper features a white leather base overlaid by Light Smoke Grey suede with black contrast on the Swoosh collar laces and tongue tag. The collar flap highlights the look in Varsity Red matched by the tongue branding while an Air midsole and concentric outsole support the fit underfoot.
157,Jordan 1 Retro High OG Pollen (GS), Jordan, 575441-701,130,98, 77, 77, 6374fd9903a96e36ed3d454f, Jordan 1 Retro High OG, Pollen/Black-White, 2021-08-14, Recalling the 1985 'Iowa' Dunk colorway from the Be True to Your School series the Air Jordan 1 Retro High OG GS 'Pollen' released in 2021. The shoe's upper is built with black tumbled leather overlaid by contrasting smooth Pollen leather throughout including the Swoosh branding. The toe box includes the usual perforations for breathability while underfoot a white midsole with Air provides cushioning. A concentric rubber outsole is included for traction.
158,Jordan 1 Retro High OG Atmosphere (PS), Jordan, CU0449-641,80,80, 111, 111, 6374fd9903a96e36ed3d4553, Jordan 1 Retro High OG, Atmosphere/Obsidian-Laser Pink-White, 2021-12-22, The Air Jordan 1 Retro High OG SE PS 'Bubble Gum' made for kids adds a brighter colorway to the iconic silhouette. The white quarter panels of the leather upper are paired with an Obsidian-colored Swoosh that's repeated on the eyestay and forefoot overlay with the toe box heel and collar overlay rendered in pink patent leather. A concentric-circle traction pattern is featured on the pink rubber outsole.
159,Jordan 1 Low Light Smoke Grey, Jordan, 553558-030,90,266, 225, 225, 6374fd9903a96e36ed3d4554, Jordan 1 Low, Light Smoke Grey/Gym Red-White, 2020-09-29, The Air Jordan 1 Low 'Light Smoke Grey' gives a new iteration of the iconic shoe design updated in Light Smoke Grey and Gym Red. Its upper spotlights a leather base with overlays and the signature Wings’ Logo. On the upper a Swoosh branding emphasizes the design with a Nike branded nylon tongue. The midsole is built on top of a rubber outsole with a circular build for traction.
160,Jordan 1 Retro High OG SP Utility Neutral Olive Light Steel Grey, Jordan, DO8727-200,170,125, 117, 117, 6374fd9903a96e36ed3d455e, Jordan 1 Retro High OG SP Utility, Neutral Olive/Taxi-Light Steel Grey-Black, 2022-10-07, With elements of the original silhouette intact the Air Jordan 1 Retro High OG Utility ‘Neutral Olive’ infuses the classic favorite with a rich mix of textures and details. The metallic upper in olive and silvery grey utilizes unexpected pockets for small storage on the quarter panels and the heel the latter sporting bright yellow chunky zippers. Underfoot the rubber cupsole off-white sidewalls and rubber outsole in black deliver lofty support. The AJ Wings logo adorns the lateral collar.
161,Nike Air Max 1 Patta Waves Monarch (with Bracelet), Nike, DH1348-001,160,190, 190, 190, 6374fd9903a96e36ed3d4560, Nike Air Max 1, Metallic Silver/Monarch-Pure Platinum, 2021-10-08, The Amsterdam-based retailer Patta revamps a retro silhouette in the Patta x Nike Air Max 1 'Monarch.' The upper is a light grey ballistic mesh with white leather overlays with an orange suede Swoosh. The autumnal hue is repeated on a wavy suede mudguard and an embroidered mini-Swoosh is featured on the lateral forefoot. A woven Patta tag is on the tongue and a Nike Air callout on the back heel. It's built on a pre-yellowed polyurethane midsole equipped with visible Air-sole cushioning and reinforced by a waffle-tread rubber outsole.
162,Nike Air Max 1 Patta Waves Rush Maroon (with Bracelet), Nike, DO9549-001,160,105, 105, 105, 6374fd9903a96e36ed3d4561, Nike Air Max 1, Metallic Silver/Rush Maroon, 2021-11-19, Remixing the vintage running shoe from 1987 with the Amsterdam retailer's take is the Patta x Nike Air max 1 'Rush Maroon.' The upper is made of silver mesh with contrasting maroon leather overlays including a wavy mudguard marked with an embroidered mini-Swoosh on the lateral side. Nike Air branding on the heel overlay features orange lettering which matches the sneaker's upper eyelets and textile collar lining. Patta's script logo is on the woven tongue tag with lightweight cushioning in the off-white polyurethane midsole with a visible Air unit nestled under the heel.
163,Jordan 1 Retro High Court Purple (W), Jordan, CD0461-151,170,110, 110, 110, 6374fd9903a96e36ed3d4562, Jordan 1 Retro High, White/Court Purple, 2021-06-03, Released in June 2021 the Wmns Air Jordan 1 High OG 'Court Purple' features a look that recalls the 1986 Air Jordan 1 'Metallic Purple.' The shoe's upper is built with a leather base finished in white and highlighted by glossy Court Purple on the Swoosh and collar. More Court Purple marks the tongue tag and 'Wings' branding while a satin collar lining adds a luxe feel. Underfoot the two-tone look continues onto the tooling which combines Air in the heel and a concentric rubber outsole for cushioning and traction.
164,Nike Air Force 1 Low Hare Space Jam, Nike, DJ7998-100,120,155, 140, 140, 6374fd9903a96e36ed3d4563, Nike Air Force 1 Low, White/Light Blue Fury-White, 2021-07-16, The Space Jam x Air Force 1 '07 Low 'Hare' released as part of a larger collection for Space Jam: A New Legacy. Giving the nod to LeBron James' rabbit teammates the shoe's upper is built with a white leather base overlaid by Light Blue Fury suede on the Swoosh branding and heel patch. The woven tongue tag and lateral-side patch on the right shoe sport Bugs Bunny while Lola Bunny appears on the left. Underfoot Air in the heel of the rubber midsole provides cushioning giving way to more Light Blue Fury on the concentric rubber outsole that offers traction.
165,Jordan 1 Retro AJKO Billie Eilish Ghost Green (W), Jordan, DN2857-330,170,116, 99, 99, 6374fd9903a96e36ed3d4565, Jordan 1 Retro AJKO, Ghost Green/Ghost Green, 2021-09-30, The Billie Eilish x Wmns Air Jordan 1 KO 'Volt' released as part of a collaboration with the Grammy Award-winning vocalist. Emerging with a monochromatic look the shoe's upper is built with leather and finished entirely in Volt. The tongue tag includes Billie Eilish's signature Blohsh emblem with further Eilish branding on the mesh sockliner. Underfoot the tooling continues the one-tone look incorporating Air in the heel for cushioning.
166,Nike Air Force 1 Low '07 Essential White Worn Blue Paisley (W), Nike, DH4406-100,100,96, 80, 80, 6374fd9903a96e36ed3d4566, Nike Air Force 1 Low '07 Essential, White/Worn Blue-White, 2021-12-29, Giving the retro hoops shoe a new look is the Nike women's Air Force 1 '07 Essentials 'Blue Paisley.' The signature Swoosh and back tab feature textile detailing with a blue and white paisley print. The blank-slate upper is crafted from crisp white tumbled leather with a breathable nylon tongue. The low-top is built on a solid white rubber cupsole with an encapsulated Air-sole unit in the heel.
167,Jordan 1 Mid Tropical Twist Igloo (GS), Jordan, 554725-132,90,105, 99, 99, 6374fd9903a96e36ed3d4567, Jordan 1 Mid, White/Tropical Twist-Black, 2021-01-04, The Air Jordan 1 Mid GS 'Tropical Twist' emerges with a contrasting look on its grade-school construction. Built with leather the shoe's upper sports a white base contrasted by black on the forefoot and highlighted by Tropical Twist on the heel and collar. More Tropical Twist marks the Swoosh and Jumpman branding while underfoot the midsole houses the usual Air in the heel for cushioning giving way to a black concentric rubber outsole for traction.
168,Jordan 1 Retro High J Balvin, Jordan, DC3481-900,190,300, 291, 287, 6374fd9903a96e36ed3d456a, Jordan 1 Retro High, Multi-Color/Black-Pink Foam-Multi-Color, 2020-12-08, The reggaeton singer teamed up with Nike to create the J Balvin x Jordan 1 Retro OG High 'Tie Dye' in December 2020. The shoe's upper is built with textile appearing in a vibrant mix of hues with rough cut edges contributing to a DIY aesthetic. Black contrast emerges on the collar laces 'Wings' logo and quarter panel while the lateral heel includes a series of removable Velcro badges. Underfoot a pastel rubber cupsole supports the fit.
169,Jordan 1 Retro High Satin Black Toe (W), Jordan, CD0461-016,160,288, 275, 245, 6374fd9903a96e36ed3d456b, Jordan 1 Retro High, Black/White-University Red, 2019-08-17, The Wmns Air Jordan 1 Retro High 'Satin Black Toe' brings an elevated build to one of the Air Jordan 1's most iconic colorways. The shoe's upper features a familiar mix of black white and Varsity Red with the iconic black finish on the toe. Built with a mix of leather and satin a metal 'Wings' logo appears on the collar. Underfoot a white Air midsole provides cushioning with a further hit of Varsity Red on the circular outsole.
170,Jordan 1 Mid Crater Black, Jordan, DM3529-001,130,110, 111, 100, 6374fd9903a96e36ed3d456f, Jordan 1 Mid Crater, Black/Multi-Color-Racer Blue-White, 2021-08-13, The Air Jordan 1 Mid 'Crater' brings a sustainable construction to the classic basketball silhouette. Inspired by workwear the shoe emerges with 20% recycled content by weight featuring a vegan build on the black washed canvas upper. Tonal synthetic suede appears on the toe box eyestay and collar while the speckled Nike Grind Swoosh adds blue zigzag stitching. Underfoot a Crater foam midsole houses Air in the heel for cushioning with a concentric Nike Grind outsole for traction.
171,Jordan 1 Retro High OG A Ma Maniére (PS), Jordan, DO7099-100,80,70, 75, 75, 6374fd9903a96e36ed3d4572, Jordan 1 Retro High OG, Sail/Burgundy Crush, 2021-12-03, The A Ma Maniére x Air Jordan 1 High OG PS 'Airness' is made for kids and showcases the Atlanta boutique's updated take on the iconic silhouette. The upper has textured ivory-colored suede with contrasting burgundy accents on the snakeskin-embossed Swoosh and collar. The latter hue is seen again on the woven Nike tongue tag and the retro Wings logo imprinted on the lateral collar. 'A Ma Maniére' script is on the heel overlay. It's built on a cupsole with off-white sidewalls and a burgundy rubber outsole.
